catalognumber,collectorfamilyname,collectorinitials,associatedcollectors,year,month,day,verbatimeventdate,scientificname,scientificnameauthorship,identificationqualifier,family,identifiedby,dateidentified,country,stateprovince,county,locality,latdeg,lngdeg,elevationnumber,elevationunits,verbatimelevation,verbatimcoordinates,georeferencedby,georeferencesources,host,occurrenceremarks,lifestage,sex,individualcount,samplingprotocol,preparations,typestatus,ownerinstitutioncode,basisofrecord,language
UMSP000333634,Wiley,G.O.,,1921,4,29,Apr 29 1921,Acmaeodera neglecta,Fall,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333635,Wiley,G.O.,,1921,5,1,May 1 1921,Acmaeodera neglecta,Fall,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333636,Wiley,G.O.,,1921,4,29,Apr 29 1921,Acmaeodera neglecta,Fall,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333637,Wiley,G.O.,,1921,4,29,Apr 29 1921,Acmaeodera neglecta,Fall,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333638,Wiley,G.O.,,1921,4,28,April 28 1921,Acmaeodera neglecta,Fall,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333639,Wiley,G.O.,,1921,4,28,April 28 1921,Acmaeodera neglecta,Fall,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333640,Wiley,G.O.,,1921,3,30,March 30 1921,Acmaeodera neglecta,Fall,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333641,Wiley,G.O.,,1921,4,28,April 28 1921,Acmaeodera neglecta,Fall,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333642,Wiley,G.O.,,1921,4,28,April 28 1921,Acmaeodera neglecta,Fall,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333643,Wiley,G.O.,,1921,4,29,Apr 29 1921,Acmaeodera neglecta,Fall,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333644,Wiley,G.O.,,1921,4,29,Apr 29 1921,Acmaeodera neglecta,Fall,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333645,Wiley,G.O.,,1921,4,29,Apr 29 1921,Acmaeodera neglecta,Fall,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333646,Wiley,G.O.,,1921,4,28,April 28 1921,Acmaeodera neglecta,Fall,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333647,Wiley,G.O.,,1921,4,28,April 28 1921,Acmaeodera neglecta,Fall,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333648,Wiley,G.O.,,1921,3,30,March 30 1921,Acmaeodera neglecta,Fall,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333649,Wiley,G.O.,,1921,3,30,March 30 1921,Acmaeodera neglecta,Fall,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333650,Wiley,G.O.,,1921,4,29,Apr 29-21,Acmaeodera neglecta,Fall,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333651,Wiley,G.O.,,1921,4,,Apr 1921,Acmaeodera neglecta,Fall,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333652,Wiley,G.O.,,1921,4,28,Apr 28 1921,Acmaeodera neglecta,Fall,,buprestidae,Knull,1943,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333653,Wiley,G.O.,,1920,12,20,Dec 20 1920,Acmaeodera neglecta,Fall,,buprestidae,Knull,1943,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333654,Wiley,G.O.,,1921,4,23,Apr 23 1921,Acmaeodera neglecta,Fall,,buprestidae,Knull,1942,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333655,Wiley,G.O.,,1921,5,1,May 1 1921,Acmaeodera neglecta,Fall,,buprestidae,Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333656,Peters,T.M.,F.W. Stehr,1962,4,18,18 April 1962,Acmaeodera neglecta,Fall,,buprestidae,R.L. Westcott,,USA,Texas,Burnet,Inks Lake St. Park,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333657,Peters,T.M.,F.W. Stehr,1962,4,18,18 April 1962,Acmaeodera neglecta,Fall,,buprestidae,,,USA,Texas,Burnet,Inks Lake St. Park,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333658,Peters,T.M.,F.W. Stehr,1962,4,18,18 April 1962,Acmaeodera neglecta,Fall,,buprestidae,,,USA,Texas,Burnet,Inks Lake St. Park,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333659,Peters,T.M.,F.W. Stehr,1962,4,18,18 April 1962,Acmaeodera neglecta,Fall,,buprestidae,,,USA,Texas,Burnet,Inks Lake St. Park,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333660,Peters,T.M.,F.W. Stehr,1962,4,23,23 April 1962,Acmaeodera neglecta,Fall,,buprestidae,,,USA,Texas,Scurry,15 mi. S.W. Snyder,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333661,Wiley,G.O.,,1921,5,15,"May 15, 1921",Acmaeodera obtusa,Horn,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333662,Wiley,G.O.,,1921,5,12,May 12 1921,Acmaeodera obtusa,Horn,,buprestidae,Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333663,Wiley,G.O.,,1921,5,12,May 12 1921,Acmaeodera obtusa,Horn,,buprestidae,J.N. Knull,,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333664,Wiley,G.O.,,1921,6,16,June 16 1921,Acmaeodera obtusa,Horn,,buprestidae,J.N. Knull,,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333665,Wiley,G.O.,,1921,5,19,"May 19, 1921",Acmaeodera obtusa,Horn,,buprestidae,J.N. Knull,1922,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333666,Wiley,G.O.,,1921,5,12,"May 12, 1921",Acmaeodera obtusa,Horn,,buprestidae,J.N. Knull,1922,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333667,Wiley,G.O.,,1921,5,26,"May 26, 1921",Acmaeodera obtusa,Horn,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333668,Tinkham,E.R.,,1931,10,3,Oct.3'31.,Acmaeodera opacula,LeConte,,buprestidae,J.N. Knull,,USA,Texas,,"Davis Mtns. S.W. Texas, Base Mt. Livermore",,,8000-9000,feet,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333669,Tinkham,E.R.,,1931,10,3,Oct.3'31.,Acmaeodera opacula,LeConte,,buprestidae,J.N. Knull,,USA,Texas,,"Davis Mtns. S.W. Texas, Base Mt. Livermore",,,8000-9000,feet,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333670,Tinkham,E.R.,,1931,10,3,Oct.3'31.,Acmaeodera opacula,LeConte,,buprestidae,J.N. Knull,,USA,Texas,,"Davis Mtns. S.W. Texas, Base Mt. Livermore",,,8000-9000,feet,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333671,Lugger,O.,,,,,,Acmaeodera opacula,LeConte,,buprestidae,J.N. Knull,1922,USA,Arizona,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333672,Tinkham,E.R.,,1931,10,3,Oct.3'31.,Acmaeodera opacula,LeConte,,buprestidae,J.N. Knull,,USA,Texas,,"Davis Mtns. S.W. Texas, Base Mt. Livermore",,,8000-9000,feet,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333673,Tinkham,E.R.,,1931,10,3,Oct.3'31.,Acmaeodera opacula,LeConte,,buprestidae,J.N. Knull,,USA,Texas,,"Davis Mtns. S.W. Texas, Base Mt. Livermore",,,8000-9000,feet,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333674,Tinkham,E.R.,,1931,10,3,Oct.3'31.,Acmaeodera opacula,LeConte,,buprestidae,J.N. Knull,,USA,Texas,,"Davis Mtns. S.W. Texas, Base Mt. Livermore",,,8000-9000,feet,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333675,Tinkham,E.R.,,1931,10,3,Oct.3'31.,Acmaeodera opacula,LeConte,,buprestidae,J.N. Knull,,USA,Texas,,"Davis Mtns. S.W. Texas, Base Mt. Livermore",,,8000-9000,feet,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333676,Tinkham,E.R.,,1931,10,3,Oct.3'31.,Acmaeodera opacula,LeConte,,buprestidae,J.N. Knull,,USA,Texas,,"Davis Mtns. S.W. Texas, Base Mt. Livermore",,,8000-9000,feet,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333677,Lugger,O.,,,,,,Acmaeodera opacula,LeConte,,buprestidae,J.N. Knull,1922,USA,Arizona,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333678,Tinkham,E.R.,,1931,10,3,Oct.3'31.,Acmaeodera opacula,LeConte,,buprestidae,J.N. Knull,,USA,Texas,,"Davis Mtns. S.W. Texas, Base Mt. Livermore",,,8000-9000,feet,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333679,Tinkham,E.R.,,1931,10,3,Oct.3'31.,Acmaeodera opacula,LeConte,,buprestidae,J.N. Knull,,USA,Texas,,"Davis Mtns. S.W. Texas, Base Mt. Livermore",,,8000-9000,feet,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333680,Wiley,G.O.,,1921,4,8,April 8 1921,Acmaeodera ornata,Fabricius,,buprestidae,Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333681,Wiley,G.O.,,1921,4,5,"April 5, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333682,Knutson,H.,,1940,4,14,Apr. 14 1940,Acmaeodera ornata,Fabricius,,buprestidae,Knull,1942,USA,Texas,,Palo Pinto,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333683,Wiley,G.O.,,1921,4,5,"April 5, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1922,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333684,Wiley,G.O.,,1921,5,6,"May 6, 1921.",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333685,Wiley,G.O.,,1921,5,6,"May 6, 1921.",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333686,Wiley,G.O.,,1921,5,6,"May 6, 1921.",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333687,Wiley,G.O.,,1921,5,6,"May 6, 1921.",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333688,Lugger,O.,,,,,,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1922,,,,Mol. (?),,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333689,Wiley,G.O.,,1921,4,22,April 22 1921,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333690,Wiley,G.O.,,1921,4,25,"April 25, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333691,Wiley,G.O.,,1921,4,8,"April 8, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333692,Wiley,G.O.,,1921,4,23,Apr 23 1921,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1938,USA,Texas,,Cisco,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333693,Wiley,G.O.,,1921,4,23,Apr 23 1921,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1938,USA,Texas,,Cisco,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333694,Wiley,G.O.,,1921,3,30,March 30 1921,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333695,Wiley,G.O.,,1921,4,29,April 29 1921,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333696,Wiley,G.O.,,1921,4,29,April 29 1921,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333697,Wiley,G.O.,,1921,4,29,April 29 1921,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333698,Wiley,G.O.,,1921,4,25,April 25 1921,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333699,Wiley,G.O.,,1921,4,29,"April 19, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333700,Wiley,G.O.,,1921,4,25,April 25 1921,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333701,Wiley,G.O.,,1921,4,25,April 25 1921,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333702,Lugger,O.,,,,,,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333703,Lugger,O.,,,,,,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1922,,,,Mol./Md. (?),,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333704,Lugger,O.,,,,,,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1922,USA,Texas,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333705,Lugger,O.,,,,,,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1922,USA,Texas,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333706,Lugger,O.,,,,,,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1922,USA,,,Mol./Md. (?),,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333707,Lugger,O.,,,,,,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,19222,USA,,,Mol./Md. (?),,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333708,Lugger,O.,,,,,,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,19222,USA,,,Mol./Md. (?),,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333709,Lugger,O.,,,,,,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,19222,USA,,,Mol./Md. (?),,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333710,Lugger,O.,,,,,,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,19222,USA,Texas,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333711,Lugger,O.,,,,,,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,19222,USA,Texas,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333712,Lugger,O.,,,,,,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,19222,USA,Texas,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333713,Wiley,G.O.,,1921,4,25,April 25 1921,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1922,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333714,Wiley,G.O.,,1921,4,25,April 25 1921,Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1922,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333715,Wiley,G.O.,,1921,4,14,"April 14, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1922,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333716,Wiley,G.O.,,1921,5,7,"May 7, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1922,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333717,Wiley,G.O.,,1921,4,14,"April 14, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1922,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333718,Wiley,G.O.,,1921,4,5,"April 5, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333719,Wiley,G.O.,,1921,4,29,"April 29, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333720,Wiley,G.O.,,1921,5,19,"May 19, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333721,Wiley,G.O.,,1921,4,29,"April 29, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333722,Wiley,G.O.,,1921,4,18,"April 19, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333723,Wiley,G.O.,,1921,4,5,"April 5, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333724,Wiley,G.O.,,1921,4,25,"April 25, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333725,Wiley,G.O.,,1921,4,29,"April 29, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333726,Wiley,G.O.,,1921,4,29,"April 29, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333727,Wiley,G.O.,,1921,4,29,"April 29, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333728,Wiley,G.O.,,1921,4,5,"April 5, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333729,Wiley,G.O.,,1921,4,5,"April 5, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333730,Wiley,G.O.,,1921,4,7,"April 7, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333731,Wiley,G.O.,,1921,5,11,"May 11, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333732,Wiley,G.O.,,1921,4,29,"April 29, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333733,Wiley,G.O.,,1921,4,29,"April 29, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333734,Wiley,G.O.,,1921,4,18,"April 18, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333735,Wiley,G.O.,,1921,5,6,"May 6, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1922,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333736,Wiley,G.O.,,1921,4,25,"April 25, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333737,Wiley,G.O.,,1921,4,25,"April 25, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333738,Wiley,G.O.,,1921,4,25,"April 25, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333739,Wiley,G.O.,,1921,4,5,"April 5, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333740,Wiley,G.O.,,1921,4,25,"April 25, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333741,Wiley,G.O.,,1921,4,25,"April 25, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1928,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333742,Wiley,G.O.,,1921,5,6,"May 6, 1921",Acmaeodera ornata,Fabricius,,buprestidae,J.N. Knull,1922,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333743,Peters,T.M.,F.W. Stahr,1962,4,18,18 April 1962,Acmaeodera ornatoides,Barr,,buprestidae,R.L. Westcott,,USA,Texas,Burnet,Inks Lake St. Park,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333744,Parker,,,1938,6,1938,June 18 1938,Acmaeodera pinalorum,Knull,,buprestidae,F.H. Parker,1940,USA,Arizona,,Globe,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333745,Parker,,,1938,6,18,June 18 1938,Acmaeodera pinalorum,Knull,,buprestidae,F.H. Parker,1940,USA,Arizona,,Globe,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333746,Parker,,,1938,6,18,June 18 1938,Acmaeodera pinalorum,Knull,,buprestidae,F.H. Parker,1940,USA,Arizona,,Globe,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333747,Lugger,O.,,,,,,Acmaeodera polita,Klug.,,buprestidae,,,,,,Nubia,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333748,Grable,A.E.,,1959,7,13,13 July 1959,Acmaeodera pulchella,Herbst,,buprestidae,A.E. Grable,1960,USA,Minnesota,,Waseca,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333749,Ainslie,C.N.,,,,,,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333750,Ainslie,C.N.,,,,,,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333751,Ainslie,C.N.,,,,,,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333752,Ainslie,C.N.,,,,,,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333753,Denning,D.G.,,1927,6,14,"June 14, 1927",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,,Grove Lake,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333754,Wiley,G.O.,,1921,6,5,June 5 1921,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Texas,Eastland,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333755,Denning,D.G.,,1927,6,14,"June 14, 1927",Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1938,USA,Minnesota,,Grove Lake,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333756,,,,,,,,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1922,USA,Illinois,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000333757,,,,,,,,Acmaeodera pulchella,Herbst,,buprestidae,J.N. Knull,1922,USA,California,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
