catalognumber,collectorfamilyname,collectorinitials,associatedcollectors,year,month,day,verbatimeventdate,scientificname,scientificnameauthorship,identificationqualifier,family,identifiedby,dateidentified,country,stateprovince,county,locality,latdeg,lngdeg,elevationnumber,elevationunits,verbatimelevation,verbatimcoordinates,georeferencedby,georeferencesources,host,occurrenceremarks,lifestage,sex,individualcount,samplingprotocol,preparations,typestatus,ownerinstitutioncode,basisofrecord,language
UMSP000335128,Peters,H.T.,,1939,5,27,May 27 1939,Agrilus otiosus,Say,,buprestidae,Knull,1942,USA,Minnesota,Houston,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335129,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Texas,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335130,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,C. Mo.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335131,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,C. Mo.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335132,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335133,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335134,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335135,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335136,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335137,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335138,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335139,Ainslie,C.N.,,,,,,Agrilus otiosus,Say,group,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335140,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Minnesota,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335141,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335142,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335143,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335144,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335145,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335146,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335147,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335148,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335149,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335150,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335151,Knull,J.N.,,,6,2,VI-2,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Pennsylvania,,Hummelstown,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335152,Riggles,A.G.,,1939,6,13,"June 13, 1939",Agrilus otiosus,Say,sp. otiosus group,buprestidae,F.C. Fletcher,1939,USA,Minnesota,,"University Farm St. Paul, MN",,,,,,,,,,,adult,female,,,pinned,,UMSP,,english
UMSP000335153,,,,,,,,Agrilus otiosus,Say,group,buprestidae,,,USA,Louisiana,,,,,,,,,,,,,adult,female,,,pinned,,UMSP,,english
UMSP000335154,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,,,,Mol.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335155,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,Minnesota,Ottertail,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335156,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,,,Mol.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335157,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,Minnesota,,St. Paul,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335158,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,Illinois,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335159,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,Nebraska,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335160,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,,,,Mol.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335161,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,Minnesota,Hennepin,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335162,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,,,,Mol.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335163,Lugger,O.,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,,,Mol.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335164,Lugger,O.,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,,,Mol.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335165,Lugger,O.,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,,,Mol.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335166,Hoffmann,W.E.,,1925,6,23,"June 23, 1923",Agrilus otiosus,Say,group,buprestidae,Knull,,USA,Minnesota,Le Sueur,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335167,Lugger,O.,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,Missouri,,C. Mo.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335168,Milliron,H.E.,,1938,6,26,June 26 1938,Agrilus otiosus,Say,sp. otiosus group,buprestidae,,,USA,Minnesota,Kandiyohi,,,,,,,,,,,,adult,female,,,pinned,,UMSP,,english
UMSP000335169,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,,,Mol.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335170,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,,,Mol.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335171,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,,,Mol.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335172,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,,,Mol.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335173,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,,,Mol.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335174,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,,,Mol.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335175,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,,,Mol.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335176,Lugger,O.,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335177,Hottes,F.C.,,1925,6,23,"June 23, 1925",Agrilus otiosus,Say,,buprestidae,,,USA,Minnesota,,St. Paul,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335178,Knight,H.H.,,1920,7,20,VII-20 1920,Agrilus otiosus,Say,,buprestidae,,,USA,Minnesota,Ramsey,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335179,Knight,H.H.,,192-,6,21,"21 VI, 192",Agrilus otiosus,Say,,buprestidae,,,USA,Minnesota,,St. Anthony Pk.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335180,Knight,H.H.,,1922,6,14,"June 14, 1922",Agrilus otiosus,Say,,buprestidae,,,USA,Minnesota,,Lakeland,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335181,Knight,H.H.,,1922,6,14,"June 14, 1922",Agrilus otiosus,Say,group,buprestidae,,,USA,Minnesota,,Lakeland,,,,,,,,,,,adult,female,,,pinned,,UMSP,,english
UMSP000335182,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,New York,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335183,Hoffmann,C.H.,,1933,6,25,"June 25, 1933",Agrilus otiosus,Say,group,buprestidae,J.N. Knull,1938,USA,Minnesota,,Harris,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335184,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,Michigan,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335185,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,Minnesota,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335186,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,,,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335187,Ainslie,C.N.,,1933,,5,Je 5 1933,Agrilus otiosus,Say,,buprestidae,,,USA,Iowa,,Sioux City,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335188,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,Texas,,C.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335189,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,C.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335190,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Missouri,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335191,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Minnesota,Ottertail,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335192,,,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1922,USA,Kansas,,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335193,Denning,D.G.,,1935,7,18,"July 18, 1935",Agrilus otiosus,Say,group,buprestidae,J.N. Knull,1938,USA,Minnesota,,Badger,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335194,,,,1996,6,20,6-20-1996,Agrilus otiosus,Say,,buprestidae,Luhman,,USA,Minnesota,Houston,Sheldon,,,,,,,,,,,adult,,,"bark beetle trap, MDA-BC",pinned,,UMSP,,english
UMSP000335195,Haber,V.R.,,1915,7,22,7-22-15,Agrilus otiosus,Say,group,buprestidae,J.N. Knull,1938,USA,Ohio,,"Cedar Pt., O.",,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335196,Oestlund,O.W.,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1938,USA,,,Mol.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335197,,,,1912,6,4,6-4-12,Agrilus otiosus,Say,group,buprestidae,J.N. Knull,1938,USA,Minnesota,,St. Anthony Park,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335198,Ainslie,C.N.,,,,,,Agrilus otiosus,Say,group,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335199,Ainslie,C.N.,,,,,,Agrilus otiosus,Say,group,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335200,,,,,,,,Agrilus otiosus,Say,,buprestidae,,,USA,Texas,,C.,,,,,,,,,,,,,,,,,,,
UMSP000335201,Ainslie,C.N.,,,,,,Agrilus otiosus,Say,group,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335202,Oestlund,O.W.,,,,,,Agrilus otiosus,Say,group,buprestidae,J.N. Knull,1938,USA,,,Mol.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335203,Sullivan,N.O.,,1932,6,27,"June 27, 1932",Agrilus otiosus,Say,group,buprestidae,J.N. Knull,1938,USA,Minnesota,Ramsey,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335204,Oestlund,O.W.,,,,,,Agrilus otiosus,Say,,buprestidae,J.N. Knull,1938,USA,Minnesota,Hennepin,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335205,Porter,W.,,2004,6,24,6-24-04,Agrilus otiosus,Say,,buprestidae,,,USA,Minnesota,Stearns,"09TP 019, MDA",,,,,,,,,,Ag PP bb srvy,adult,,,,pinned,,UMSP,,english
UMSP000335206,Knight,H.H.,,1922,6,30,"June 30, 1922",Agrilus otiosus,Say,,buprestidae,,,USA,Minnesota,Winona,Kings Bluff,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335207,Denning,D.,,1930,6,29,"June 29, 1930",Agrilus otiosus,Say,group,buprestidae,J.N. Knull,1938,USA,Minnesota,,Laporte,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335208,Schultz,J.,,2015,7,28,28.vii.2015,Agrilus otiosus,Say,,buprestidae,T.C. MacRae,2017,USA,Minnesota,Olmsted,Mayo High School Rochester,44.002896,-92.444182,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335209,,,,1973,6,19,"June 19, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,Malaise Trap,pinned,,UMSP,,english
UMSP000335210,,,,1973,8,1,"August 1, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000335211,,,,1973,7,5,"July 5, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000336980,,,,1973,7,5,"July 5, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000336981,,,,1973,7,13,"July 13, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000336982,,,,1973,7,5,"July 5, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000336983,,,,1973,7,5,"July 5, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000336984,,,,1973,6,27,"June 27, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000336985,,,,1973,6,27,"June 27, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000336986,,,,1973,6,12,"June 12, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000336987,,,,1973,7,5,"July 5, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000336988,,,,1973,7,6,"July 6, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000336989,,,,1973,6,19,"June 19, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000336990,,,,1973,7,5,"July 5, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000336991,,,,1973,7,5,"July 5, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000336992,,,,1973,6,19,"June 19, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000336993,,,,1973,6,27,"June 27, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000336994,,,,1973,7,5,"July 5, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000336995,,,,1973,6,12,"June 12, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000336996,,,,1973,7,5,"July 5, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000336997,,,,1973,6,19,"June 19, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000336998,,,,1973,7,5,"July 5, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000336999,,,,1973,7,5,"July 5, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337000,,,,1973,6,19,"June 19, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337001,,,,1973,6,19,"June 19, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337002,,,,1973,6,19,"June 19, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337003,,,,1973,6,12,"June 12, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337004,,,,1973,6,19,"June 19, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337005,,,,1973,6,19,"June 19, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337006,,,,1973,6,19,"June 19, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337007,,,,1973,8,1,"August 1, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337008,,,,1973,7,19,"July 19, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337009,,,,1973,6,12,"June 12, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337010,,,,1973,8,1,"August 1, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337011,,,,1973,6,12,"June 12, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337012,,,,1973,6,19,"June 19, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337013,,,,1973,6,19,"June 19, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337014,,,,1973,6,12,"June 12, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337015,,,,1973,7,19,"July 19, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337016,,,,1973,6,27,"June 27, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337017,,,,1973,6,27,"June 27, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337018,,,,1973,6,19,"June 19, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337019,,,,1973,7,5,"July 5, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337020,,,,1973,6,19,"June 19, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337021,,,,1973,7,5,"July 5, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337022,,,,1973,7,5,"July 5, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337023,,,,1973,6,27,"June 27, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337024,,,,1973,6,19,"June 19, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337025,,,,1973,6,19,"June 19, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337026,,,,1973,6,12,"June 12, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337027,,,,1973,6,19,"June 19, 1973",Agrilus parvus,Saunders,,buprestidae,,,USA,Minnesota,Pipestone,Pipestone Nat. Mon.,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337028,Ainslie,C.N.,,,,,,Agrilus parvus,Saunders,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337029,Denning,D.,,1932,6,14,"June 14, 1932",Agrilus parvus,Saunders,,buprestidae,J.N. Knull,1938,USA,Minnesota,,Lake Minnetonka,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337030,Oestlund,O.W.,,,,,,Agrilus parvus,Saunders,,buprestidae,J.N. Knull,1938,USA,Minnesota,Hennepin,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337031,Oestlund,O.W.,,,,,,Agrilus parvus,Saunders,,buprestidae,J.N. Knull,1938,USA,Minnesota,Hennepin,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337032,Oestlund,O.W.,,,,,,Agrilus parvus,Saunders,,buprestidae,J.N. Knull,1938,USA,Minnesota,Hennepin,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337033,Oestlund,O.W.,,,,,,Agrilus parvus,Saunders,,buprestidae,J.N. Knull,1938,USA,Minnesota,Hennepin,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337034,Knight,H.H.,,1922,7,18,VII-18 1922,Agrilus parvus,Saunders,,buprestidae,J.N. Knull,1928,USA,Minnesota,Ramsey,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337035,Nicholson,P.,,1938,7,5,July 5 1938,Agrilus parvus,Saunders,,buprestidae,Knull,1942,USA,Minnesota,Dakota,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
UMSP000337036,Ainslie,C.N.,,,,,,Agrilus parvus,Saunders,,buprestidae,Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,adult,,,,pinned,,UMSP,,english
