catalognumber,collectorfamilyname,collectorinitials,associatedcollectors,year,month,day,verbatimeventdate,scientificname,scientificnameauthorship,identificationqualifier,family,identifiedby,dateidentified,country,stateprovince,county,locality,latdeg,lngdeg,elevationnumber,host,occurrenceremarks,samplingprotocol,,,,,,,,
UMSP000365242,Heeren,E.,S. Heeren,2017,7,29,29.vii.2017,Dicerca tenebrica,Kirby,,buprestidae,W.P. Steffens,2018,USA,Minnesota,Chisago,"Taylor Falls Elementary, Taylor Falls",45.406507,-92.65621,,,,adult,,,,,,,,
UMSP000365247,Heeren,E.,S. Heeren,2017,7,29,29.vii.2017,Dicerca tenebrica,Kirby,,buprestidae,W.P. Steffens,2018,USA,Minnesota,Chisago,"Taylor Falls Elementary, Taylor Falls",45.406507,-92.65621,,,,adult,,,,,,,,
UMSP000365248,Heeren,E.,S. Heeren,2017,7,29,29.vii.2017,Dicerca tenebrica,Kirby,,buprestidae,W.P. Steffens,2018,USA,Minnesota,Chisago,"Taylor Falls Elementary, Taylor Falls",45.406507,-92.65621,,,,adult,,,,,,,,
UMSP000360981,Lee,E.,,2017,7,29,July 29 2017,Dicerca tenebrica,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Ramsey,Battle Creek Middle School,44.947459,-93.011506,,,C. fumipennis nesting site,,,,,,,,,
UMSP000360924,Kuehn,B.,,2014,7,29,29.vii.2014,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2015,USA,Minnesota,Washington,"Northdale Park, Oakdale",45.024136,-92.972632,,,,,,,,,,,,
UMSP000360967,Hallinen,M.,,2017,7,30,July 30 2017,Dicerca tenebrica,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Chisago,Banta Park,45.347216,-92.993668,,,C. fumipennis nesting site,,,,,,,,,
UMSP000360968,Hallinen,M.,,2017,7,30,July 30 2017,Dicerca tenebrica,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Chisago,Banta Park,45.347216,-92.993668,,,C. fumipennis nesting site,,,,,,,,,
UMSP000360969,Hallinen,M.,,2017,7,30,July 30 2017,Dicerca tenebrica,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Chisago,Banta Park,45.347216,-92.993668,,,C. fumipennis nesting site,,,,,,,,,
UMSP000360970,Hallinen,M.,,2017,7,30,July 30 2017,Dicerca tenebrica,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Chisago,Banta Park,45.347216,-92.993668,,,C. fumipennis nesting site,,,,,,,,,
UMSP000363835,Hallinen,M.,,2017,7,30,July 30 2017,Dicerca tenebrica,Kirby,,buprestidae,Marie Hallinen,10.x.2017,USA,Minnesota,Chisago,Banta Park,45.30746,-92.992807,,,C. fumipennis nesting site,,,,,,,,,
UMSP000360938,Springman,K.,,2016,7,30,30.vii.2016,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2017,USA,Minnesota,Chisago,"Tolzmann Park, Wyoming",45.347216,-92.993668,,,,,,,,,,,,
,,,,2018,7,30,,Dicerca tenebrica,,,buprestidae,,,USA,Minnesota,Washington,,,,,,,,,,,,,,,
,,,,2018,7,30,,Dicerca tenebrica,,,buprestidae,,,USA,Minnesota,Washington,,,,,,,,,,,,,,,
,,,,2018,7,30,,Dicerca tenebrica,,,buprestidae,,,USA,Minnesota,Washington,,,,,,,,,,,,,,,
UMSP000360917,Schultz,J.,,2014,7,31,31.vii.2014,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2015,USA,Minnesota,Anoka,"Kennedy Park, Coon Rapids",45.12408,-93.288039,,,,,,,,,,,,
UMSP000360940,Schwartz,D.,,2015,7,31,31.vii.2015,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2015,USA,Minnesota,Ramsey,"Battle Creek M.S., St. Paul",44.947459,-93.011506,,,,,,,,,,,,
UMSP000360918,Schultz,J.,,2014,7,31,31.vii.2014,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2015,USA,Minnesota,Ramsey,"Mead Park, White Bear Lake",45.096387,-93.02414,,,,,,,,,,,,
UMSP000361512,Phillip,C.B.,,1924,7,3-5,July 3-5 1924,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1928,USA,Minnesota,Koochiching,International Falls,,,,,,,,,,,,,,
UMSP000363473,Harden,P.,,1944,7,9-10,July 9-10 1944,Dicerca tenebrica,Kirby,,buprestidae,,,USA,Minnesota,St. Louis,,,,,,,,,,,,,,,
UMSP000361492,Warren,J.,,2001,7,19-27,VII-19-01 to VII-27-01,Dicerca tenebrica,Kirby,,buprestidae,CL Bellamy,2002,USA,Minnesota,Carlton,"South side, Ditch Banks Rd. T49, R19W, S18",,,,,,"Lindgren funnel trap baited with (-)-alpha-pinene, (+/-)-seudenol, and (-)-frontalin",,,,,,,,
UMSP000361199,Ainslie,C.N.,,,7,,July,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,,,,
UMSP000361494,Luhman,J.,,1995,7,,7/95,Dicerca tenebrica,Kirby,,buprestidae,,,USA,Minnesota,Pine,Banning St. Pk.,,,,,,bark beetle trap,,,,,,,,
UMSP000361208,Daggy,R.W.,,1936,8,1,August 1 1936,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass,,,,,,,,,,,,,,,
UMSP000360923,Kuehn,B.,,2014,8,1,01.viii.2014,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2015,USA,Minnesota,Washington,"Tilsen Park, Oakdale",44.999932,-92.966689,,,,,,,,,,,,
UMSP000360913,Niemiec,W.,,2016,8,3,3.viii.2016,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2017,USA,Minnesota,Washington,"Afton State Park, Afton",44.86677,-92.778637,,,,,,,,,,,,
UMSP000360935,Deters,J.,,2015,8,4,04.viii.2015,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2015,USA,Minnesota,Chisago,"Tolzmann Park, Wyoming",45.347216,-92.993668,,,,,,,,,,,,
UMSP000360925,Kuehn,B.,,2014,8,4,04.viii.2014,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2015,USA,Minnesota,Washington,"Northdale Park, Oakdale",45.024136,-92.972632,,,,,,,,,,,,
UMSP000360922,Kuehn,B.,,2014,8,4,04.viii.2014,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2015,USA,Minnesota,Washington,"Tilsen Park, Oakdale",44.999932,-92.966689,,,,,,,,,,,,
UMSP000360914,Niemiec,W.,,2016,8,5,5.viii.2016,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2017,USA,Minnesota,Washington,"Afton State Park, Afton",44.86677,-92.778637,,,,,,,,,,,,
UMSP000360915,Niemiec,W.,,2016,8,5,5.viii.2016,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2017,USA,Minnesota,Washington,"Afton State Park, Afton",44.86677,-92.778637,,,,,,,,,,,,
UMSP000360930,Stevens,J.,,2016,8,6,06.viii.2016,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2017,USA,Minnesota,Crow Wing,"Nisswa Elementary School, Nisswa",45.51972,-94.28599,,,,,,,,,,,,
UMSP000360931,Schultz,J.,,2016,8,6,06.viii.2016,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2017,USA,Minnesota,Crow Wing,"Nisswa Elementary School, Nisswa",45.51972,-94.28599,,,,,,,,,,,,
UMSP000360932,Rian,A.,,2016,8,6,06.viii.2016,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2017,USA,Minnesota,Crow Wing,"Nisswa Elementary School, Nisswa",45.51972,-94.28599,,,,,,,,,,,,
UMSP000360933,Rian,A.,,2016,8,6,06.viii.2016,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2017,USA,Minnesota,Crow Wing,"Nisswa Elementary School, Nisswa",45.51972,-94.28599,,,,,,,,,,,,
UMSP000360934,Stevens,J.,,2016,8,6,06.viii.2016,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2017,USA,Minnesota,Crow Wing,"Nisswa Elementary School, Nisswa",45.51972,-94.28599,,,,,,,,,,,,
UMSP000361214,Stehr,W.C.,,1929,8,9,August 9 1929,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cook,"Rosebuah, Dake superior Shore",,,,,,,,,,,,,,
UMSP000360920,Yu,E.,,2015,8,10,10.viii.2015,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2015,USA,Minnesota,Dakota,"Orchard Lake E.S., Lakeville",44.708297,-93.30653,,,,,,,,,,,,
UMSP000360916,Niemiec,W.,,2016,8,10,10.viii.2016,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2017,USA,Minnesota,Washington,"Afton State Park, Afton",44.86677,-92.778637,,,,,,,,,,,,
UMSP000361523,Busicky,A.W.,,1939,8,12,Aug. 12 1939,Dicerca tenebrica,Kirby,,buprestidae,Knull,1943,USA,Minnesota,Kittson,,,,,,,,,,,,,,,
UMSP000360905,Niemiec,W.,,2015,8,12,12.viii.2015,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2015,USA,Minnesota,Washington,"Afton State Park, Afton",44.86677,-92.778637,,,,,,,,,,,,
UMSP000360919,Yu,E.,,2015,8,13,13.viii.2015,Dicerca tenebrica,Kirby,,buprestidae,W. Steffens,2015,USA,Minnesota,Dakota,"Orchard Lake E.S., Lakeville",44.708297,-93.30653,,,,,,,,,,,,
,,,,2018,8,16,,Dicerca tenebrica,,,buprestidae,,,USA,Minnesota,Chisago,,,,,,,,,,,,,,,
UMSP000361505,Lund,W.S.,,1920,8,30,"Aug. 30, 1920",Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1928,USA,Minnesota,Wadena,,,,,,,,,,,,,,,
UMSP000361235,Parten,H.L.,,1929,8,,August 1929,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Polk,Near Bemidji,,,,,,,,,,,,,,
UMSP000360957,Storm,O.E.,,1929,9,1,"Sept. 1, 1929",Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Crow Wing,Nisswa Minn.,,,,,,,,,,,,,,
UMSP000361216,Oestlund,O.W.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Carlton,,,,,,,,,,,,,,,
UMSP000361203,Oestlund,O.W.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass,,,,,,,,,,,,,,,
UMSP000361210,Oestlund,O.W.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass,,,,,,,,,,,,,,,
UMSP000361217,Oestlund,O.W.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass,,,,,,,,,,,,,,,
UMSP000361503,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1928,USA,Minnesota,Clearwater,Lake Itasca,,,,,,,,,,,,,,
UMSP000361513,Graham,S.A.,,1920,,,192,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1928,USA,Minnesota,Clearwater,Lake Itasca,,,,,,,,,,,,,,
UMSP000360869,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,Hennepin,U. of Minn.,,,,,,,,,,,,,,
UMSP000361501,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1928,USA,Minnesota,Itasca,,,,,,,,,,,,,,,
UMSP000361213,Lagger,O.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Lac qui Parle,Freeland,,,,,,,,,,,,,,
UMSP000361192,Ainslie,C.N.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,,,,
UMSP000361193,Ainslie,C.N.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,,,,
UMSP000361194,Ainslie,C.N.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,,,,
UMSP000361195,Ainslie,C.N.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,,,,
UMSP000361196,Ainslie,C.N.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,,,,
UMSP000361197,Ainslie,C.N.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,,,,
UMSP000361198,Ainslie,C.N.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Olmsted,,,,,,,,,,,,,,,
UMSP000360865,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000360871,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000360874,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000360875,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000360876,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000360877,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000360881,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000360882,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000360885,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000360888,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000360889,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000360892,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000360893,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000360894,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000360896,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000360899,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000360900,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000360901,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000363471,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,,,USA,Minnesota,St. Louis,Duluth,,,,,,,,,,,,,,
UMSP000361205,Oestlund,O.W.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,St. Louis,Lake Superior,,,,,,,,,,,,,,
UMSP000361211,Oestlund,O.W.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,St. Louis,Lake Superior,,,,,,,,,,,,,,
UMSP000361215,Oestlund,O.W.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,St. Louis,Lake Superior,,,,,,,,,,,,,,
UMSP000361218,Oestlund,O.W.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,St. Louis,Lake Superior,,,,,,,,,,,,,,
UMSP000361219,Oestlund,O.W.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,St. Louis,Lake Superior,,,,,,,,,,,,,,
UMSP000361220,Oestlund,O.W.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,St. Louis,Lake Superior,,,,,,,,,,,,,,
UMSP000361221,Oestlund,O.W.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,St. Louis,Lake Superior,,,,,,,,,,,,,,
UMSP000361233,Oestlund,O.W.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,St. Louis,Lake Superior,,,,,,,,,,,,,,
UMSP000361234,Oestlund,O.W.,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,St. Louis,Lake Superior,,,,,,,,,,,,,,
UMSP000360868,,,,,,,,Dicerca tenebrica,Kirby,,buprestidae,J.N. Knull,1922,USA,Minnesota,,,,,,,,,,,,,,,,
UMSP000361277,Murray,D.,,1941,5,18,"May 18, 1941",Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1943,USA,Minnesota,St. Louis,Echo Trail,,,,,,,,,,,,,,
UMSP000361080,Daggy,R.H.,,1936,5,27,May 27 1936,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass,,,,,,,,,,,,,,,
UMSP000361018,Liez,C.Y.,,1934,5,27,V.27.1934,Dicerca tenebrosa,Kirby,,buprestidae,D.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000361028,Liu,C.Y.,,1934,5,29,V.29.1934,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Pk.,,,,,,,,,,,,,,
UMSP000361005,Orr,L.W.,,1934,5,30,"May 30, 1934",Dicerca tenebrosa,Kirby,,buprestidae,D.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Pk.,,,,,,,,,,,,,,
UMSP000361074,Orr,L.W.,,1934,5,30,May 30 1934,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Pk.,,,,,,,,,,,,,,
UMSP000361009,Orr,L.W.,,1932,6,2,June 2 1932 ,Dicerca tenebrosa,Kirby,,buprestidae,D.N. Knull,1938,USA,Minnesota,Bemidji,,,,,,,,,,,,,,,
UMSP000361083,Orr,L.W.,,1932,6,2,June 2 1932,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Bemidji,,,,,,,,,,,,,,,
UMSP000361030,Orr,L.W.,,1931,6,2,"June 2, 1931",Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Pk.,,,,,,,,,,,,,,
UMSP000361006,Orr,L.W.,,1934,6,3,"June 3, 1934",Dicerca tenebrosa,Kirby,,buprestidae,D.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Pk.,,,,,,,,,,,,,,
UMSP000361284,Luhman,J.,,1996,6,11,6-11-96,Dicerca tenebrosa,Kirby,,buprestidae,Luhman,10-02-03,USA,Minnesota,Chisago,2nd N. Harris/Cn 30,,,,,,bark beetle trap,,,,,,,,
UMSP000361055,,,,,6,11,6/11,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1928,USA,Minnesota,Clearwater,Lake Itasca,,,,,,,,,,,,,,
UMSP000361061,,,,,6,11,6/11,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1928,USA,Minnesota,Clearwater,Lake Itasca,,,,,,,,,,,,,,
UMSP000361069,,,,,6,11,6/11,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1928,USA,Minnesota,Clearwater,Lake Itasca,,,,,,,,,,,,,,
UMSP000361070,,,,,6,11,6/11,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1928,USA,Minnesota,Clearwater,Lake Itasca,,,,,,,,,,,,,,
UMSP000361071,,,,,6,11,6/11,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1928,USA,Minnesota,Clearwater,Lake Itasca,,,,,,,,,,,,,,
UMSP000361072,,,,,6,11,6/11,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1928,USA,Minnesota,Clearwater,Lake Itasca,,,,,,,,,,,,,,
UMSP000361073,Orr,L.W.,,1933,6,13,June 13 1933,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Pk.,,,,,,,,,,,,,,
UMSP000361275,Murray,D.,,1940,6,14,June 14 1940,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1943,USA,Minnesota,St. Louis,Lake Superior,,,,,Washed ashore,,,,,,,,,
UMSP000361276,Murray,D.,,1940,6,14,June 14 1940,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1943,USA,Minnesota,St. Louis,Lake Superior,,,,,Washed ashore,,,,,,,,,
UMSP000361067,Orr,L.W.,,1931,6,15,June 15 1931,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Pk.,,,,,,,,,,,,,,
UMSP000361068,Orr,L.W.,,1931,6,15,June 15 1931,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Pk.,,,,,,,,,,,,,,
UMSP000361011,Hodson,A.C.,,1935,6,18,June 18 1935,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000361023,Hodson,A.C.,,1935,6,18,June 18 1935,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000361020,Hodson,A.C.,,1936,6,19,June 19 1936,Dicerca tenebrosa,Kirby,,buprestidae,Knull,1942,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000361096,Hodson,A.C.,,1936,6,19,June 19 1936,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1943,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000361087,Entomology Class,,,1937,6,20,June 20 1937,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000361092,Hodson,A.C.,,1935,6,23,June 23 1935,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000361057,Orr,L.W.,,1928,6,24,"June 24, 1928",Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Pk.,,,,,,,,,,,,,,
UMSP000361007,Oestlund,O.W.,,,6,28,6/28,Dicerca tenebrosa,Kirby,,buprestidae,D.N. Knull,1938,USA,Minnesota,Cass,,,,,,,,,,,,,,,
UMSP000361091,Hodson,A.C.,,1935,6,28,June 28 1935,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000361064,Orr,L.W.,,1928,6,28,"June 28, 1928",Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Pk.,,,,,,,,,,,,,,
UMSP000361012,Hodson,A.C.,,1935,6,29,June 29 1935,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000361095,Hodson,A.C.,,1927,6,30,June 30 1927,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1943,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000361316,Gandhi,K.J.K.,,2003,6,4-23,VI.4-23.03,Dicerca tenebrosa,Kirby,,buprestidae,Gandhi ,2005,USA,Minnesota,Cook,"Superior National Forest Hy. 12, nr. Seagull Gd Stn","48º6'29""N","90º50'12""W",,Pinus bankisiana,,Lindgren Funnel Trap,,,,,,,,
UMSP000361317,Gandhi,K.J.K.,,2003,6,4-27,VI.4-27.03,Dicerca tenebrosa,Kirby,,buprestidae,Gandhi ,2005,USA,Minnesota,Cook,"Superior National Forest Hy. 12, nr. Seagull Cr.","48º8'30""N","90º50'50""W",,Pinus bankisiana,,Lindgren Funnel Trap in Pinus bankisana Wind distrubed salvaged log site RJ,,,,,,,,
UMSP000361093,Hodson,A.C.,,1935,7,1,July 1 1935,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000361285,Sel,A.,,2003,7,3,7-3-03,Dicerca tenebrosa,Kirby,,buprestidae,Luhman,2003,USA,Minnesota,Anoka,Ag-PP Exot. lak. 6th Sy.,,,,,,,,,,,,,,
UMSP000361076,Hodson,A.C.,,1934,7,3,July 3 1934,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000361274,Hodson,A.C.,,1934,7,3,July 3 1934,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Clearwater,Itasca Park,,,,,,,,,,,,,,
UMSP000361010,Oestlund,O.W.,,,7,4,7/4,Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass,,,,,,,,,,,,,,,
,,,,2018,7,5,,Dicerca tenebrosa,,,buprestidae,,,USA,Minnesota,Anoka,,,,,,,,,,,,,,,
,,,,2018,7,5,,Dicerca tenebrosa,,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,,,,
,,,,2018,7,6,,Dicerca tenebrosa,,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,,,,
,,,,2018,7,6,,Dicerca tenebrosa,,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,,,,
,,,,2018,7,6,,Dicerca tenebrosa,,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,,,,
,,,,2018,7,6,,Dicerca tenebrosa,,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,,,,
,,,,2018,7,6,,Dicerca tenebrosa,,,buprestidae,,,USA,Minnesota,Crow Wing,,,,,,,,,,,,,,,
UMSP000361013,Hodson,A.C.,,1935,7,7,"July 7, 1935",Dicerca tenebrosa,Kirby,,buprestidae,J.N. Knull,1938,USA,Minnesota,Cass,Outing,,,,,,,,,,,,,,
